species_name,genus,family,superfamily,suborder,order,role,assembly_accession,assembly_name,assembly_level,refseq_category,genome_size_mb,contig_N50,scaffold_N50,number_of_scaffolds,gc_percent,gene_annotation_available,annotation_source,primary_source,secondary_source,ncbi_bioproject,ncbi_biosample,submission_date,publication_doi,publication_year,pubmed_id,citation_short,restriction_status,restriction_notes,data_generating_consortium,include_recommended,conflict_flag,notes,ncbi_assembly_url,ncbi_download_url,ncbi_datasets_command,bioproject_url
Coelostoma orbiculare,Coelostoma,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera,ingroup,GCA_979606525.1,icCoeOrbi2.hap2.1,Scaffold,,729.11,248329,53431539,1095,36.5,check,,NCBI,,PRJEB108173,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_979606525.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_979606525.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_979606525.1.zip","datasets download genome accession GCA_979606525.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB108173
Agonum viduum,Agonum,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_978021525.1,icAgoVidu2.1 alternate haplotype,Scaffold,,647.11,243144,27225785,7111,31.5,check,,NCBI,,PRJEB106582,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_978021525.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_978021525.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_978021525.1.zip","datasets download genome accession GCA_978021525.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB106582
Metoecus paradoxus,Metoecus,Ripiphoridae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_965283235.1,icMetPara1.1 alternate haplotype,Contig,,97.59,217038,217038,1157,22.5,check,,NCBI,,PRJEB89533,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965283235.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965283235.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965283235.1.zip","datasets download genome accession GCA_965283235.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB89533
Agriotes pubescens,Agriotes,Elateridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_044115355.2,icAgrPube1_a1.2,Scaffold,,887.49,187334,404628,3721,36,check,,NCBI,,PRJNA1137976,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_044115355.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_044115355.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_044115355.2.zip","datasets download genome accession GCA_044115355.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1137976
Ontholestes murinus,Ontholestes,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_963969535.1,icOntMuri1.1 alternate haplotype,Scaffold,,973.03,165988,176930,13271,31.5,check,,NCBI,,PRJEB73303,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963969535.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963969535.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963969535.1.zip","datasets download genome accession GCA_963969535.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB73303
Malthodes minimus,Malthodes,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_964263265.1,icMalMini1.1 alternate haplotype,Scaffold,,523.48,164693,64858852,4477,34.5,check,,NCBI,,PRJEB79899,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964263265.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964263265.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964263265.1.zip","datasets download genome accession GCA_964263265.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB79899
Philopedon plagiatum,Philopedon,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_963971095.1,icPhiPlag1.1 alternate haplotype,Scaffold,,930.09,154689,154689,9880,34,check,,NCBI,,PRJEB73465,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963971095.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963971095.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963971095.1.zip","datasets download genome accession GCA_963971095.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB73465
Acupalpus dubius,Acupalpus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_977071085.1,icAcuDubi2.1 alternate haplotype,Scaffold,,933.36,152069,19921096,10774,30.5,check,,NCBI,,PRJEB104222,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_977071085.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_977071085.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_977071085.1.zip","datasets download genome accession GCA_977071085.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB104222
Pediacus dermestoides,Pediacus,Cucujidae,Cucujoidea,Polyphaga,Coleoptera,ingroup,GCA_963942455.1,icPedDerm1.1 alternate haplotype,Contig,,212.65,146810,146810,2880,32,check,,NCBI,,PRJEB72468,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963942455.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963942455.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963942455.1.zip","datasets download genome accession GCA_963942455.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB72468
Malthinus seriepunctatus,Malthinus,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_963924635.1,icMalSeri1.1 alternate haplotype,Scaffold,,379.96,146722,146766,6223,32.5,check,,NCBI,,PRJEB72082,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963924635.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963924635.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963924635.1.zip","datasets download genome accession GCA_963924635.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB72082
Grypus equiseti,Grypus,Erirhinidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_964656875.1,icGryEqui2.1 alternate haplotype,Scaffold,,746.96,129001,47448789,7620,32.5,check,,NCBI,,PRJEB83601,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964656875.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964656875.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964656875.1.zip","datasets download genome accession GCA_964656875.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB83601
Crepidodera aurata,Crepidodera,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_965645195.1,icCreAura1.1 alternate haplotype,Scaffold,,955.0,101419,101419,18914,31.5,check,,NCBI,,PRJEB94309,,,,,,,check_ebp_dtol,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965645195.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965645195.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965645195.1.zip","datasets download genome accession GCA_965645195.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94309
Taeniapion urticarium,Taeniapion,Apionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_978019945.1,icTaeUrti2.1 alternate haplotype,Scaffold,,759.63,94404,44747679,10570,32.5,check,,NCBI,,PRJEB106456,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_978019945.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_978019945.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_978019945.1.zip","datasets download genome accession GCA_978019945.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB106456
Cryptocephalus pusillus,Cryptocephalus,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_965663595.1,icCroPusi3.1 alternate haplotype,Scaffold,,526.71,90346,90416,12253,37,check,,NCBI,,PRJEB94976,,,,,,,check_ebp_dtol,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965663595.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965663595.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965663595.1.zip","datasets download genome accession GCA_965663595.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94976
Eulagius filicornis,Eulagius,Mycetophagidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_965643575.1,icEulFili2.1 alternate haplotype,Scaffold,,129.04,90002,4637385,3225,31,check,,NCBI,,PRJEB93939,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965643575.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965643575.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965643575.1.zip","datasets download genome accession GCA_965643575.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB93939
Actenicerus siaelandicus,Actenicerus,Elateridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_964235275.1,icActSiae1.1 alternate haplotype,Scaffold,,1430.37,89605,89605,28469,35.5,check,,NCBI,,PRJEB79054,,,,,,,check_ebp_dtol,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964235275.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964235275.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964235275.1.zip","datasets download genome accession GCA_964235275.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB79054
Tillus elongatus,Tillus,Cleridae,Cleroidea,Polyphaga,Coleoptera,ingroup,GCA_964006135.1,icTilElon2.1 alternate haplotype,Scaffold,,1769.39,89543,89546,31356,35,check,,NCBI,,PRJEB74022,,,,,,,check_ebp_dtol,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964006135.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964006135.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964006135.1.zip","datasets download genome accession GCA_964006135.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB74022
Carabus nemoralis,Carabus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_977809175.1,icCarNemo1.1 alternate haplotype,Contig,,229.79,83246,83246,5064,36,check,,NCBI,,PRJEB104833,,,,,,,check_ebp_dtol,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_977809175.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_977809175.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_977809175.1.zip","datasets download genome accession GCA_977809175.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB104833
Colydium elongatum,Colydium,Zopheridae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_964656365.1,icColElon2.1 alternate haplotype,Scaffold,,382.01,76624,26196487,5373,35,check,,NCBI,,PRJEB83424,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964656365.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964656365.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964656365.1.zip","datasets download genome accession GCA_964656365.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB83424
Podagrica fuscicornis,Podagrica,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_980251295.1,icPodFusc4.1 alternate haplotype,Contig,,1915.28,59598,59598,44851,33.5,check,,NCBI,,PRJEB108298,,,,,,,check_ebp_dtol,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_980251295.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_980251295.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_980251295.1.zip","datasets download genome accession GCA_980251295.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB108298
Rhyzobius forestieri,Rhyzobius,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_966185145.1,icRhyFore2.1 alternate haplotype,Contig,,745.96,52947,52947,19997,33.5,check,,NCBI,,PRJEB95844,,,,,,,check_ebp_dtol,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_966185145.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_966185145.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_966185145.1.zip","datasets download genome accession GCA_966185145.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB95844
Tetropium fuscum,Tetropium,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_964058915.1,icTetFusc2.1 alternate haplotype,Contig,,704.8,48991,48991,18651,33,check,,NCBI,,PRJEB75843,,,,,,,check_ebp_dtol,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964058915.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964058915.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964058915.1.zip","datasets download genome accession GCA_964058915.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB75843
Calligrapha alni,Calligrapha,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_046129265.1,icCalAlnx1_a1.1,Contig,,417.69,39435,39435,12834,35.5,check,,NCBI,,PRJNA1153341,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046129265.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_046129265.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_046129265.1.zip","datasets download genome accession GCA_046129265.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1153341
Plateumaris germari,Plateumaris,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_050242975.1,icPlaGerm1_a1.1,Contig,,162.53,37986,37986,4854,34,check,,NCBI,,PRJNA1153335,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_050242975.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_050242975.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_050242975.1.zip","datasets download genome accession GCA_050242975.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1153335
Microrhagus pygmaeus,Microrhagus,Eucnemidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_965643775.1,icMicPygm2.1 alternate haplotype,Scaffold,,445.27,35244,35265,16551,36.5,check,,NCBI,,PRJEB94006,,,,,,,check_ebp_dtol,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965643775.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965643775.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965643775.1.zip","datasets download genome accession GCA_965643775.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94006
Oryctes borbonicus,Oryctes,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_001443705.1,ASM144370v1,Contig,,423.77,33367,33367,26405,34.5,check,,NCBI,,PRJNA293509,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_001443705.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_001443705.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_001443705.1.zip","datasets download genome accession GCA_001443705.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA293509
Cantharis decipiens,Cantharis,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_965642375.1,icCanDeci3.1 alternate haplotype,Scaffold,,417.1,32718,32741,16856,29,check,,NCBI,,PRJEB93840,,,,,,,check_ebp_dtol,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965642375.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965642375.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965642375.1.zip","datasets download genome accession GCA_965642375.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB93840
Holobus sp. GC000080,Holobus,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030556065.1,Caltech_Hol_1.0,Scaffold,,115.99,27575,28646,8844,33,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030556065.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030556065.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030556065.1.zip","datasets download genome accession GCA_030556065.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224
Aleochara sp. GC000083,Aleochara,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030264555.1,Caltech_Ale_1.0,Scaffold,,152.72,27552,29507,11085,37.5,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030264555.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030264555.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030264555.1.zip","datasets download genome accession GCA_030264555.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224
Adinopsis sp. GC000173,Adinopsis,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030264715.1,Caltech_Adi_1.0,Scaffold,,205.15,16056,16059,24720,31.5,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030264715.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030264715.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030264715.1.zip","datasets download genome accession GCA_030264715.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224
Phaenonotum sp. SLE1380,Phaenonotum,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera,ingroup,GCA_033557805.1,ASM3355780v1,Contig,,28.7,10128,10128,2738,33.5,check,,NCBI,,PRJNA977672,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033557805.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_033557805.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_033557805.1.zip","datasets download genome accession GCA_033557805.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA977672
Myllaena sp. GC000078,Myllaena,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030264135.1,Caltech_Myl_1.0,Scaffold,,119.22,9424,11375,19251,43.5,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030264135.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030264135.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030264135.1.zip","datasets download genome accession GCA_030264135.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224
Lethrus apterus,Lethrus,Geotrupidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_018397195.1,ASM1839719v1,Scaffold,,286.93,7185,8902,66933,32,check,,NCBI,,PRJNA695433,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018397195.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_018397195.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_018397195.1.zip","datasets download genome accession GCA_018397195.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA695433
Berosus sp. SLE1611,Berosus,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera,ingroup,GCA_033557775.1,ASM3355777v1,Contig,,20.44,7036,7036,2800,35,check,,NCBI,,PRJNA977672,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033557775.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_033557775.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_033557775.1.zip","datasets download genome accession GCA_033557775.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA977672
Geostiba sp. GC000077,Geostiba,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030264215.1,Caltech_Geo_1.0,Scaffold,,190.69,6791,11003,30058,41,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030264215.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030264215.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030264215.1.zip","datasets download genome accession GCA_030264215.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224
Leptusa sp. GC000079,Leptusa,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030264655.1,Caltech_Lep_1.0,Scaffold,,170.31,6169,10633,29204,37,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030264655.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030264655.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030264655.1.zip","datasets download genome accession GCA_030264655.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224
Ecitodaemon sp. MM-2014,Ecitodaemon,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030557295.1,Caltech_Eda_1.0,Scaffold,,187.9,4976,18745,30823,45,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030557295.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030557295.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030557295.1.zip","datasets download genome accession GCA_030557295.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224
Falagria sp. GC000072,Falagria,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030556245.1,Caltech_Fal_1.0,Scaffold,,202.36,4617,12820,35576,32,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030556245.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030556245.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030556245.1.zip","datasets download genome accession GCA_030556245.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224
Gymnusa sp. GC000175,Gymnusa,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030264735.1,Caltech_Gym_1.0,Scaffold,,405.54,4495,4495,117932,32,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030264735.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030264735.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030264735.1.zip","datasets download genome accession GCA_030264735.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224
