accession,organism,taxid,family,suborder,assembly_level,contig_N50,scaffold_N50,total_length_mb,submission_date,submitter,in_scarab_catalog,tob_score,tob_recommendation
GCA_001443705.1,Oryctes borbonicus,1629725,Scarabaeidae,Polyphaga,Contig,33367,33367,423.77,2015-11-13,Max Planck Institute for Developmental Biology,no,D,conditional
GCA_965642375.1,Cantharis decipiens,877885,Cantharidae,Polyphaga,Scaffold,32718,32741,417.1,2025-07-19,WELLCOME SANGER INSTITUTE,no,D,conditional
GCA_963576505.1,Cryptocephalus primarius,1587206,Chrysomelidae,Polyphaga,Contig,31778,31778,81.69,2023-11-04,WELLCOME SANGER INSTITUTE,no,D,conditional
GCA_009805905.1,Harmonia axyridis,115357,Coccinellidae,Polyphaga,Scaffold,30732,211403,10.44,2019-12-27,"State Key Laboratory of Genetic Engineering,Fudan University",no,D,conditional
GCA_000699045.2,Agrilus planipennis,224129,Buprestidae,Polyphaga,Scaffold,28329,1113421,353.07,2018-01-29,The BCM-HGSC i5K pilot project,no,D,conditional
GCA_009867245.1,Adranes taylori,1535445,Staphylinidae,Polyphaga,Scaffold,27425,583424,887.89,2020-01-14,IRIDIAN GENOMES,no,D,conditional
GCA_003865315.1,Harmonia axyridis,115357,Coccinellidae,Polyphaga,Scaffold,26622,157105,557.78,2018-12-05,National Institute for Basic Biology,no,D,conditional
GCA_020466585.1,Dendroctonus ponderosae,77166,Curculionidae,Polyphaga,Scaffold,26085,16553750,223.74,2021-10-13,Natural Resources Canada,no,D,conditional
GCA_003865295.1,Harmonia axyridis,115357,Coccinellidae,Polyphaga,Scaffold,24360,100341,581.41,2018-12-05,National Institute for Basic Biology,no,D,conditional
GCA_012979105.1,Rhynchophorus ferrugineus,354439,Curculionidae,Polyphaga,Scaffold,23825,64117472,782.1,2020-05-06,New York University Abu Dhabi,no,D,conditional
GCA_003865275.1,Harmonia axyridis,115357,Coccinellidae,Polyphaga,Scaffold,23772,57217,510.55,2018-12-05,National Institute for Basic Biology,no,D,conditional
GCA_014282415.3,Tenebrio molitor,7067,Tenebrionidae,Polyphaga,Scaffold,23310,27052,294.41,2022-11-15,Indiana University - Purdue University Indianapolis,no,D,conditional
GCA_014282415.2,Tenebrio molitor,7067,Tenebrionidae,Polyphaga,Scaffold,23310,27052,294.41,2021-05-19,Indiana University - Purdue University Indianapolis,no,D,conditional
GCA_003568925.1,Coccinella septempunctata,41139,Coccinellidae,Polyphaga,Scaffold,21314,67752,514.96,2018-09-13,National Institute for Basic Biology,no,D,conditional
GCA_019419845.1,Weissflogia rhopalogaster,1962808,Staphylinidae,Polyphaga,Scaffold,21252,495503,233.44,2021-07-30,IRIDIAN GENOMES,no,D,conditional
GCA_002290385.1,Apis cerana,94128,Apidae,Apocrita,Scaffold,21160,1393515,228.79,2017-09-13,Chinese National Human Genome Center at Shanghai,no,D,conditional
GCA_010091895.1,Chrysina resplendens,1897488,Scarabaeidae,Polyphaga,Scaffold,20382,20696,611.44,2020-01-31,IRIDIAN GENOMES,no,D,conditional
GCA_004796505.1,Oryzaephilus surinamensis,41112,Silvanidae,Polyphaga,Scaffold,19466,21917,104.01,2019-04-16,"College of Life Sciences, Wuhan University",no,D,conditional
GCA_000390285.1,Anoplophora glabripennis,217634,Cerambycidae,Polyphaga,Scaffold,16551,658851,707.73,2013-05-14,The i5k Initiative,no,D,conditional
GCA_020466635.2,Dendroctonus ponderosae,77166,Curculionidae,Polyphaga,Scaffold,16340,16386110,223.66,2022-05-12,Natural Resources Canada,no,D,conditional
GCA_020466635.1,Dendroctonus ponderosae,77166,Curculionidae,Polyphaga,Scaffold,16218,16386110,224.79,2021-10-13,Natural Resources Canada,no,D,conditional
GCA_000648695.1,Onthophagus taurus,166361,Scarabaeidae,Polyphaga,Scaffold,15427,251443,270.53,2014-05-01,The i5k Initiative,no,D,conditional
GCA_002938485.1,Sitophilus oryzae,7048,Curculionidae,Polyphaga,Scaffold,15402,105687,651.86,2018-02-22,BF2I,no,D,conditional
GCA_004785975.1,Popillia japonica,7064,Scarabaeidae,Polyphaga,Scaffold,13656,15169,531.53,2019-04-12,Canada's Genomic Enterprise,no,D,conditional
GCA_018845635.1,Nicrophorus orbicollis,64902,Silphidae,Polyphaga,Scaffold,13046,178658,192.64,2021-06-11,University of Georgia,no,D,conditional
GCA_000346045.1,Dendroctonus ponderosae,77166,Curculionidae,Polyphaga,Scaffold,10101,465763,261.33,2013-03-08,"BC Cancer Agency, Canada's Michael Smith Genome Sciences Centre",no,D,conditional
GCA_000346045.2,Dendroctonus ponderosae,77166,Curculionidae,Polyphaga,Scaffold,10101,465763,261.33,2014-04-30,"BC Cancer Agency, Canada's Michael Smith Genome Sciences Centre",no,D,conditional
GCA_913698365.1,Pyrocoelia pectoralis,417401,Lampyridae,Polyphaga,Contig,26987,26987,1.43,2021-09-15,UNIVERSITY OF LIVERPOOL,no,E,exclude
GCA_913698445.1,Ecitomorpha arachnoides,1919235,Staphylinidae,Polyphaga,Contig,24590,24590,1.35,2021-09-15,UNIVERSITY OF LIVERPOOL,no,E,exclude
GCA_014282415.1,Tenebrio molitor,7067,Tenebrionidae,Polyphaga,Contig,24135,24135,280.78,2020-08-31,Indiana University - Purdue University Indianapolis,no,E,exclude
GCA_913698115.1,Omalisus fontisbellaquei,350094,Omalisidae,Polyphaga,Contig,22773,22773,1.53,2021-09-15,UNIVERSITY OF LIVERPOOL,no,E,exclude
GCA_951812905.1,Hermaeophaga mercurialis,347362,Chrysomelidae,Polyphaga,Contig,19987,19987,101.49,2023-07-16,WELLCOME SANGER INSTITUTE,no,E,exclude
GCA_913698155.1,Sceptobius lativentris,2015916,Staphylinidae,Polyphaga,Contig,17604,17604,1.3,2021-09-15,UNIVERSITY OF LIVERPOOL,no,E,exclude
GCA_913698005.1,Platyusa sonomae,2015917,Staphylinidae,Polyphaga,Contig,17497,17497,1.49,2021-09-15,UNIVERSITY OF LIVERPOOL,no,E,exclude
GCA_913698015.1,Oxypoda opaca,878185,Staphylinidae,Polyphaga,Contig,14164,14164,1.5,2021-09-15,UNIVERSITY OF LIVERPOOL,no,E,exclude
GCA_913698135.1,Labidopullus appendiculatus,1916252,Staphylinidae,Polyphaga,Contig,12012,12012,1.33,2023-09-12,UNIVERSITY OF LIVERPOOL,no,E,exclude
GCA_913698245.1,Bembidion corgenoma,2826921,Carabidae,Adephaga,Contig,10227,10227,1.42,2021-09-15,UNIVERSITY OF LIVERPOOL,no,E,exclude
GCA_031211285.1,Popillia japonica,7064,Scarabaeidae,Polyphaga,Scaffold,9927,38583,479.75,2023-09-07,IRIDIAN GENOMES,no,E,exclude
GCA_019329825.1,Oryctes rhinoceros,72550,Scarabaeidae,Polyphaga,Scaffold,8606,5428920,372.39,2021-07-23,"ICAR-CPCRI, Kasaragod",no,E,exclude
GCA_000355655.1,Dendroctonus ponderosae,77166,Curculionidae,Polyphaga,Scaffold,7451,628732,252.85,2013-04-10,The Tria Project: Mountain Pine Beetle System Genomics,no,E,exclude
GCA_052780765.1,Ctenocephalides felis,7515,Pulicidae,Pulicomorpha,Scaffold,7196,56317,477.12,2025-09-23,Zoologisches Forschungsmuseum Alexander Koenig (ZFMK),no,E,exclude
GCA_018397195.1,Lethrus apterus,1612427,Geotrupidae,Polyphaga,Scaffold,7185,8902,286.93,2021-05-18,University of Debrecen,no,E,exclude
GCA_000699045.1,Agrilus planipennis,224129,Buprestidae,Polyphaga,Scaffold,6314,910924,353.56,2014-06-11,The BCM-HGSC i5K pilot project,no,E,exclude
GCA_003013835.1,Diabrotica virgifera,50390,Chrysomelidae,Polyphaga,Scaffold,6289,95089,2409.98,2018-05-11,University of Illinois at Urbana-Champaign,no,E,exclude
GCA_003013835.2,Diabrotica virgifera,50390,Chrysomelidae,Polyphaga,Scaffold,6238,489108,2418.07,2018-12-12,University of Illinois at Urbana-Champaign,no,E,exclude
GCA_010014765.1,Aenictocupidus jacobsonorum,1962788,Staphylinidae,Polyphaga,Scaffold,5917,445844,178.22,2020-01-30,IRIDIAN GENOMES,no,E,exclude
GCA_026770135.1,Oryctes rhinoceros,72550,Scarabaeidae,Polyphaga,Scaffold,5754,5859,374.84,2022-12-09,Universiti Putra Malaysia,no,E,exclude
GCA_026770175.1,Oryctes rhinoceros,72550,Scarabaeidae,Polyphaga,Scaffold,5296,5512,335.25,2022-12-09,Universiti Putra Malaysia,no,E,exclude
GCA_026770155.1,Oryctes rhinoceros,72550,Scarabaeidae,Polyphaga,Scaffold,5293,5642,367.07,2022-12-09,Universiti Putra Malaysia,no,E,exclude
GCA_000500325.1,Leptinotarsa decemlineata,7539,Chrysomelidae,Polyphaga,Scaffold,4913,414170,1170.24,2013-12-03,The i5k Initiative,no,E,exclude
GCA_004193795.1,Asbolus verrucosus,1661398,Tenebrionidae,Polyphaga,Scaffold,4550,5726,249.61,2019-02-13,Wright State University,no,E,exclude
GCA_025532075.1,Leptinotarsa decemlineata,7539,Chrysomelidae,Polyphaga,Scaffold,4176,675760,795.61,2022-10-03,University of Wisconsin-Madison,no,E,exclude
GCA_025532095.1,Leptinotarsa decemlineata,7539,Chrysomelidae,Polyphaga,Scaffold,4172,15203468,874.27,2022-10-03,University of Wisconsin-Madison,no,E,exclude
GCA_025399875.1,Dalotia coriaria,877792,Staphylinidae,Polyphaga,Scaffold,3245,6475,133.88,2022-09-25,IRIDIAN GENOMES,no,E,exclude
GCA_027576775.1,Oxypoda opaca,878185,Staphylinidae,Polyphaga,Scaffold,3067,9207,171.54,2023-01-06,IRIDIAN GENOMES,no,E,exclude
GCA_015342165.1,Leptinotarsa juncta,216192,Chrysomelidae,Polyphaga,Scaffold,2839,2922,523.98,2020-11-10,University of Wisconsin-Madison,no,E,exclude
GCA_027574885.2,Drusilla canaliculata,135868,Staphylinidae,Polyphaga,Scaffold,2684,4662,265.28,2023-06-22,IRIDIAN GENOMES,no,E,exclude
GCA_025400015.1,Plagiodera versicolora,154017,Chrysomelidae,Polyphaga,Scaffold,2673,3740,157.91,2022-09-25,IRIDIAN GENOMES,no,E,exclude
GCA_027574845.1,Deinopsis erosa,347323,Staphylinidae,Polyphaga,Scaffold,2590,3059,175.68,2023-01-06,IRIDIAN GENOMES,no,E,exclude
GCA_027574965.1,Ecitophya simulans,1886648,Staphylinidae,Polyphaga,Scaffold,2466,4389,195.82,2023-01-06,IRIDIAN GENOMES,no,E,exclude
GCA_009852465.1,Alaus oculatus,374458,Elateridae,Polyphaga,Scaffold,2461,1329116,188.38,2020-01-10,IRIDIAN GENOMES,no,E,exclude
GCA_027574945.1,Ecitomorpha arachnoides,1919235,Staphylinidae,Polyphaga,Scaffold,2007,2605,216.64,2023-01-06,IRIDIAN GENOMES,no,E,exclude
GCA_001012855.1,Hypothenemus hampei,57062,Curculionidae,Polyphaga,Scaffold,1979,39211,151.27,2015-05-22,NYU School of Medicine,no,E,exclude
GCA_025728115.1,Vespa crabro,7445,Vespidae,Apocrita,Scaffold,1624,34273,211.3,2022-10-17,BOKU - University of Natural Resources and Life Sciences,no,E,exclude
GCA_027574885.1,Drusilla canaliculata,135868,Staphylinidae,Polyphaga,Scaffold,1405,1455,332.69,2023-01-06,IRIDIAN GENOMES,no,E,exclude
GCA_027574865.1,Coproporus ventriculus,1542148,Staphylinidae,Polyphaga,Scaffold,1395,1590,302.17,2023-01-06,IRIDIAN GENOMES,no,E,exclude
GCA_027574905.1,Earota dentata,866044,Staphylinidae,Polyphaga,Scaffold,1148,1191,208.68,2023-01-06,IRIDIAN GENOMES,no,E,exclude
GCA_913698125.1,Bembidion lapponicum,447293,Carabidae,Adephaga,Contig,9933,9933,1.27,2021-09-15,UNIVERSITY OF LIVERPOOL,no,F,exclude
GCA_913698285.1,Eriopis connexa,1981044,Coccinellidae,Polyphaga,Contig,5466,5466,1.07,2021-09-15,UNIVERSITY OF LIVERPOOL,no,F,exclude
GCA_000281935.1,Mengenilla moldrzyki,1155016,Mengenillidae,Mengenillidia,Contig,4038,4038,155.73,2012-07-27,Zoologisches Forschungsmuseum Alexander Koenig,no,F,exclude
GCA_033624655.1,Onthophagus taurus,166361,Scarabaeidae,Polyphaga,Contig,1024,1024,14.12,2023-11-14,Northern Arizona University,no,F,exclude
GCA_032191615.1,Sarophorus costatus,206924,Scarabaeidae,Polyphaga,Contig,896,896,198.07,2023-09-29,Northern Arizona University,no,F,exclude
GCA_018239625.1,Propylea japonica,158624,Coccinellidae,Polyphaga,Contig,610,610,730.97,2021-05-03,Florida Museum of Natural History,no,F,exclude
GCA_033557145.1,Helictopleurus sicardi,422258,Scarabaeidae,Polyphaga,Contig,408,408,6.1,2023-11-13,Northern Arizona University,no,F,exclude
GCA_945836925.1,Elaeidobius kamerunicus,2663966,Curculionidae,Polyphaga,Contig,245,245,0.22,2023-01-16,sime darby plantation technology centre sdn bhd,no,F,exclude
GCA_046563155.1,Arhopalus rusticus,256647,Cerambycidae,Polyphaga,Chromosome,125011761,125011761,1232.51,2025-01-08,Beijing Forestry University,yes,A,include
GCA_052757275.1,Monochamus sutor,236073,Cerambycidae,Polyphaga,Complete Genome,88393016,88393016,789.93,2025-09-22,Beijing Forestry University,yes,A,include
GCA_054643895.1,Onthophagus binodis,560254,Scarabaeidae,Polyphaga,Chromosome,62142972,110368079,950.48,2026-01-22,Indiana University,yes,A,include
GCA_037114965.1,Monochamus alternatus,192382,Cerambycidae,Polyphaga,Chromosome,55988924,86209243,789.5,2024-03-13,Hebei University,yes,A,include
GCA_051362485.1,Catharsius molossus,206819,Scarabaeidae,Polyphaga,Chromosome,54965564,164062652,1536.64,2025-07-15,Ningxia University,yes,A,include
GCA_051903415.1,Protaetia brevitarsis,348688,Scarabaeidae,Polyphaga,Chromosome,51133839,77620261,676.43,2025-08-08,Yantai university,yes,A,include
GCA_034642435.1,Megalocaria dilatata,511882,Coccinellidae,Polyphaga,Chromosome,50481700,72475326,767.67,2023-12-27,Jiangsu University of Science and Technology,yes,A,include
GCA_052862855.1,Monochamus scutellatus,1323392,Cerambycidae,Polyphaga,Chromosome,45367300,87924993,813.23,2025-09-26,Harvard University,yes,A,include
GCA_979861375.2,Larinus ursus,1342031,Curculionidae,Polyphaga,Chromosome,45364611,86231057,1742.3,2026-03-01,Centro Nacional de Análisis Genómico,yes,A,include
GCA_052863015.1,Ichthyurus bourgeoisi,2055709,Cantharidae,Polyphaga,Chromosome,43915757,98116930,664.72,2025-09-26,Hebei University,yes,A,include
GCA_965279825.1,Nacerdes melanura,878157,Oedemeridae,Polyphaga,Chromosome,38393140,65472910,530.91,2025-05-11,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_039766575.1,Serrognathus titanus,618631,Lucanidae,Polyphaga,Chromosome,37829574,75805358,384.09,2024-05-24,Nanjing Agricultural University,yes,A,include
GCA_046424425.1,Hippodamia variegata,703264,Coccinellidae,Polyphaga,Chromosome,33707572,43576503,443.72,2024-12-31,Jiangsu University of Science and Technology,yes,A,include
GCA_980746795.1,Phyllobius pyri,202125,Curculionidae,Polyphaga,Chromosome,31606165,73663449,748.13,2026-02-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_978258735.1,Attagenus pellio,41096,Dermestidae,Polyphaga,Chromosome,31450487,37754977,365.45,2026-02-17,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977019095.1,Propomacrus cypriacus,1968893,Glaphyridae,Polyphaga,Chromosome,29712000,57489177,511.29,2025-11-23,NBIS (National Bioinformatics Infrastructure Sweden),yes,A,include
GCA_932526585.2,Philonthus cognatus,346820,Staphylinidae,Polyphaga,Chromosome,29486216,108863099,1030.57,2022-10-26,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_053478235.1,Coccinella transversoguttata,1790162,Coccinellidae,Polyphaga,Chromosome,27814102,42967107,416.88,2025-11-14,Southwest University,yes,A,include
GCA_977012605.1,Larinus planus,202009,Curculionidae,Polyphaga,Chromosome,27391000,59970235,1137.84,2025-11-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_055671715.1,Distenia gracilis,1498004,Cerambycidae,Polyphaga,Chromosome,27182915,203499518,1835.76,2026-03-04,Harvard University,yes,A,include
GCA_978021545.1,Liophloeus tessulatus,202024,Curculionidae,Polyphaga,Chromosome,26848683,131213107,1199.45,2026-02-25,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_951802165.1,Adalia decempunctata,115343,Coccinellidae,Polyphaga,Chromosome,26378788,51987084,489.45,2023-06-03,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_036172665.1,Prosopocoilus inquinatus,618466,Lucanidae,Polyphaga,Chromosome,26364114,59502677,649.73,2024-01-26,TIBET ACADEMY OF AGRICULTURAL AND ANIMAL HUSBANDRY SCIENCES,yes,A,include
GCA_976997085.1,Laparocerus anagae,1963931,Curculionidae,Polyphaga,Chromosome,25935046,55302066,481.68,2025-11-25,NBIS (National Bioinformatics Infrastructure Sweden),yes,A,include
GCA_963989225.1,Dromius quadrimaculatus,346772,Carabidae,Adephaga,Chromosome,25783000,60826853,778.79,2024-03-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977017535.1,Stenocarus ruficornis,1342239,Curculionidae,Polyphaga,Chromosome,24964000,53441765,607.15,2025-11-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_040113315.1,Dendroctonus frontalis,77161,Curculionidae,Polyphaga,Chromosome,24829404,24829404,173.6,2024-06-12,Texas A&M University,yes,A,include
GCA_029229535.1,Diorhabda carinata,1163344,Chrysomelidae,Polyphaga,Chromosome,24536916,40205471,449.9,2023-03-17,United States Department of Agriculture,yes,A,include
GCA_043790905.1,Kibakoganea sinica,3161192,Scarabaeidae,Polyphaga,Chromosome,24491710,60227683,601.44,2024-10-25,Nanjing Agricultural University,yes,A,include
GCA_921294245.1,Brassicogethes aeneus,1431903,Nitidulidae,Polyphaga,Chromosome,24416959,61642216,585.28,2022-01-19,ROTHAMSTED RESEARCH,yes,A,include
GCA_965152765.1,Dendarus foraminosus,2712997,Tenebrionidae,Polyphaga,Chromosome,24404000,51873200,593.99,2025-02-19,Genoscope CEA,yes,A,include
GCA_977013515.1,Polydrusus impressifrons,1342090,Curculionidae,Polyphaga,Chromosome,23749401,51561373,567.12,2025-11-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_026250575.2,Diorhabda carinulata,1163345,Chrysomelidae,Polyphaga,Chromosome,23459757,34144059,415.37,2026-02-24,United States Department of Agriculture,yes,A,include
GCA_963969555.1,Polydrusus pterygomalis,202138,Curculionidae,Polyphaga,Chromosome,23161000,123839857,1051.57,2024-03-06,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_054850815.1,Tetraopes melanurus,134893,Cerambycidae,Polyphaga,Chromosome,23086903,74850470,684.56,2026-01-30,Harvard University,yes,A,include
GCA_905340355.1,Rhagonycha fulva,41101,Cantharidae,Polyphaga,Chromosome,21086067,115753052,424.68,2021-03-26,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_976925235.1,Propylea quattuordecimpunctata,558720,Coccinellidae,Polyphaga,Chromosome,21063383,62243796,579.31,2025-11-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977862225.1,Sisyphus schaefferi,166372,Scarabaeidae,Polyphaga,Chromosome,19673571,37205513,398.36,2026-02-04,Genoscope CEA,yes,A,include
GCA_045514315.1,Arhopalus unicolor,1191617,Cerambycidae,Polyphaga,Chromosome,19298574,161702413,1224.89,2024-12-02,Fujian Agriculture and Forestry University,yes,A,include
GCA_935413205.1,Polydrusus cervinus,202137,Curculionidae,Polyphaga,Chromosome,19113408,72832772,713.37,2022-05-01,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_910592335.1,Adalia bipunctata,7084,Coccinellidae,Polyphaga,Chromosome,18317171,45869983,475.29,2021-07-08,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_911387805.1,Cantharis rustica,195172,Cantharidae,Polyphaga,Chromosome,17823022,57811309,445.94,2021-07-25,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_978018165.1,Aplotarsus incanus,350097,Elateridae,Polyphaga,Chromosome,17310533,66135170,694.45,2026-02-05,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_054205895.1,Promethis valgipes,1304790,Tenebrionidae,Polyphaga,Chromosome,17096667,21661016,212.13,2025-12-26,Xinyang Normal University,yes,A,include
GCA_030157265.1,Latheticus oryzae,466960,Tenebrionidae,Polyphaga,Chromosome,16486265,16486265,170.05,2023-06-06,United States Department of Agriculture,yes,A,include
GCA_018691245.2,Ips nitidus,432259,Curculionidae,Polyphaga,Chromosome,16438241,16438241,231.41,2022-06-07,Chinese Academy of Forestry,yes,A,include
GCA_049462965.1,Odontolabis cuvera,618294,Lucanidae,Polyphaga,Chromosome,16385938,65358025,908.07,2025-04-10,Xinyang Normal University,yes,A,include
GCA_052815245.1,Batocera lineolata,583388,Cerambycidae,Polyphaga,Chromosome,16240981,34454300,327.96,2025-09-24,Xinyang Normal University,yes,A,include
GCA_964188095.1,Anisosticta novemdecimpunctata,185876,Coccinellidae,Polyphaga,Chromosome,16069806,38308147,438.69,2024-06-21,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_976980505.1,Stenosis austini,3229215,Tenebrionidae,Polyphaga,Chromosome,16021784,21101840,238.62,2026-03-11,NBIS (National Bioinformatics Infrastructure Sweden),yes,A,include
GCA_911728475.2,Pterostichus madidus,767470,Carabidae,Adephaga,Chromosome,15821749,37879541,705.15,2022-02-13,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_982290465.1,Agonum gracile,1553041,Carabidae,Adephaga,Chromosome,15338390,33389852,646.99,2026-03-18,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_911728435.2,Apoderus coryli,201766,Attelabidae,Polyphaga,Chromosome,15031106,23694900,428.08,2022-10-16,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977066395.1,Mononychus punctumalbum,1342213,Curculionidae,Polyphaga,Chromosome,14901000,31290284,384.63,2025-11-28,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964277315.1,Tarphius canariensis,124803,Zopheridae,Polyphaga,Chromosome,14492433,31130618,310.74,2024-10-29,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_976714775.1,Morimus orientalis,2974020,Cerambycidae,Polyphaga,Chromosome,14040000,67096688,900.79,2025-11-22,Genoscope CEA,yes,A,include
GCA_937662695.2,Halyzia sedecimguttata,347359,Coccinellidae,Polyphaga,Chromosome,14028202,111009446,919.11,2022-12-05,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963082815.1,Melanotus villosus,346801,Elateridae,Polyphaga,Chromosome,13836834,80210941,803.48,2023-08-09,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964059645.1,Calvia quattuordecimguttata,419956,Coccinellidae,Polyphaga,Chromosome,13501844,92850860,844.42,2024-06-07,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_039776855.1,Mylabris sibirica,2921314,Meloidae,Polyphaga,Chromosome,13495858,13838200,138.45,2024-05-24,Nanjing Agricultural University,yes,A,include
GCA_982191755.1,Otiorhynchus rugosostriatus,703598,Curculionidae,Polyphaga,Chromosome,13140803,13769150,397.52,2026-03-10,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_023509865.1,Trypoxylus dichotomus,273928,Scarabaeidae,Polyphaga,Chromosome,12989000,71035100,636.27,2022-05-25,Zhejiang A&F University,yes,A,include
GCA_905333025.2,Pyrochroa serraticornis,346838,Pyrochroidae,Polyphaga,Chromosome,12970676,37181734,249.41,2022-02-02,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_982297035.1,Scarites abbreviatus,3349997,Carabidae,Adephaga,Chromosome,12803616,32677719,888.53,2026-03-18,NBIS (National Bioinformatics Infrastructure Sweden),yes,A,include
GCA_054644075.1,Anoplophora malasiaca,3680197,Cerambycidae,Polyphaga,Chromosome,12712079,43907390,674.36,2026-01-22,Harvard University,yes,A,include
GCA_963920635.1,Pseudeuparius sepicola,1586585,Anthribidae,Polyphaga,Chromosome,12710576,68511602,769.08,2023-12-26,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_981690485.1,Acupalpus parvulus,877764,Carabidae,Adephaga,Chromosome,12668308,28561053,571.89,2026-03-03,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_947534325.1,Agonum fuliginosum,1553040,Carabidae,Adephaga,Chromosome,12663309,36153338,695.91,2022-12-18,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977013095.1,Morimus asper,1265421,Cerambycidae,Polyphaga,Chromosome,12620000,66557124,884.73,2025-11-22,Genoscope CEA,yes,A,include
GCA_054644005.1,Anoplophora glabripennis,217634,Cerambycidae,Polyphaga,Chromosome,12457337,81285179,705.73,2026-01-22,Harvard University,yes,A,include
GCA_963991005.1,Barypeithes pellucidus,397350,Curculionidae,Polyphaga,Chromosome,12223848,67615637,743.73,2024-03-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_040954815.1,Ulomoides dermestoides,1552300,Tenebrionidae,Polyphaga,Chromosome,12188387,28624954,253.33,2024-08-01,China Jiliang University,yes,A,include
GCA_963932245.1,Tachinus rufipes,1588496,Staphylinidae,Polyphaga,Chromosome,12054482,121182260,1152.0,2024-02-07,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_042257705.1,Blaps rhynchoptera,1379410,Tenebrionidae,Polyphaga,Chromosome,12028085,22033018,379.24,2024-09-27,Dali University,yes,A,include
GCA_026230145.1,Diorhabda elongata,217247,Chrysomelidae,Polyphaga,Chromosome,11993826,39189703,485.34,2022-11-18,United States Department of Agriculture,yes,A,include
GCA_030157275.1,Cynaeus angustus,1553252,Tenebrionidae,Polyphaga,Chromosome,11790235,24549988,236.99,2023-06-06,United States Department of Agriculture,yes,A,include
GCA_982264245.1,Chrysolina hyperici,111402,Chrysomelidae,Polyphaga,Chromosome,11703684,39449835,731.53,2026-03-15,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963921995.1,Oxystoma pomonae,1588336,Apionidae,Polyphaga,Chromosome,11698280,115244409,1174.36,2024-02-09,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963583935.1,Diaperis boleti,433215,Tenebrionidae,Polyphaga,Chromosome,11653919,59236001,542.64,2023-11-06,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963921985.1,Agrilus biguttatus,324823,Buprestidae,Polyphaga,Chromosome,11522278,34530510,368.13,2024-02-09,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_040543525.2,Serangium japonicum,544596,Coccinellidae,Polyphaga,Chromosome,11444110,42670600,433.73,2024-10-25,South China Agricultural University,yes,A,include
GCA_965643735.1,Hypera rumicis,346786,Curculionidae,Polyphaga,Chromosome,11225160,205520964,1773.47,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965287095.1,Cedrorum azoricus,3116505,Carabidae,Adephaga,Chromosome,10971072,28853378,567.88,2025-06-07,Genoscope CEA,yes,A,include
GCA_958510845.1,Cantharis nigra,1553174,Cantharidae,Polyphaga,Chromosome,10907000,41397323,397.81,2023-07-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964212005.1,Stictoleptura scutellata,879004,Cerambycidae,Polyphaga,Chromosome,10870000,172532277,1471.11,2024-08-03,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_035610365.1,Aquatica leii,1421715,Lampyridae,Polyphaga,Chromosome,10806843,125648631,1036.91,2024-01-12,Huazhong Agricultural University,yes,A,include
GCA_963170105.1,Cantharis lateralis,877886,Cantharidae,Polyphaga,Chromosome,10697386,43798968,332.2,2023-08-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_037013635.1,Plagiodera versicolora,154017,Chrysomelidae,Polyphaga,Chromosome,10689844,13925967,233.27,2024-03-06,Hubei University,yes,A,include
